"date","TEAM","RANK_RATE","WIN","LOSE","DRAW","WRA","AB_RATE","HIT","HR","SB","RUN","R","ER","ERR","HRA","LRA","BRA","ERA","CONTINUE_GAME","H2","H3","BB","HP","SF"
"20180403","KT","0.5000","0.0000","0.0000","1.0000","0","3.7778","10.0000","0.0000","1.0000","2.0000","2.0000","2.0000","2.0000","0.294","0.353","0.306","2","0","2.0000","0.0000","1.0000","0.0000","1.0000"
"20180404","KT","0.3333","0.0000","0.5000","0.5000","0","3.9412","9.0000","0.5000","0.5000","2.0000","4.5000","4.0000","2.0000","0.269","0.403","0.296","4.24","-1","3.0000","0.0000","1.5000","0.0000","0.5000"
"20180406","KT","0.3333","0.0000","0.5000","0.5000","0","3.9412","9.0000","0.5000","0.5000","2.0000","4.5000","4.0000","2.0000","0.269","0.403","0.296","4.24","-1","3.0000","0.0000","1.5000","0.0000","0.5000"
"20180407","KT","0.3333","0.0000","0.5000","0.5000","0","3.9412","9.0000","0.5000","0.5000","2.0000","4.5000","4.0000","2.0000","0.269","0.403","0.296","4.24","-1","3.0000","0.0000","1.5000","0.0000","0.5000"
"20180408","KT","0.0000","0.0000","0.6667","0.3333","0","3.6923","7.6667","0.3333","0.3333","1.6667","6.0000","4.3333","2.3333","0.24","0.354","0.279","4.5","-2","2.6667","0.0000","1.6667","0.3333","0.6667"
"20180410","KT","0.0000","0.0000","0.7500","0.2500","0","3.7353","6.7500","0.2500","0.5000","1.5000","5.7500","4.5000","2.0000","0.213","0.307","0.244","4.76","-3","2.2500","0.0000","1.2500","0.2500","0.5000"
"20180411","KT","0.0000","0.0000","0.6000","0.4000","0","3.7209","6.8000","0.2000","0.6000","1.4000","4.8000","3.8000","1.8000","0.213","0.294","0.247","3.98","-3","2.0000","0.0000","1.4000","0.2000","0.4000"
"20180412","KT","0.0000","0.1667","0.5000","0.3333","0.25","3.7500","7.1667","0.5000","0.6667","2.5000","4.8333","3.8333","1.5000","0.221","0.338","0.267","3.98","1","2.0000","0.1667","2.0000","0.1667","0.3333"
"20180413","KT","0.0000","0.1429","0.5714","0.2857","0.200000002980232","3.8033","7.8571","0.4286","0.5714","3.1429","5.8571","4.7143","1.5714","0.237","0.353","0.286","4.87","-1","2.2857","0.1429","2.2857","0.1429","0.4286"
"20180415","KT","0.0000","0.2500","0.5000","0.2500","0.333000004291534","3.7857","8.0000","0.3750","0.6250","3.3750","5.3750","4.3750","1.5000","0.242","0.358","0.292","4.5","1","2.2500","0.2500","2.3750","0.1250","0.3750"
"20180417","KT","0.0000","0.2222","0.5556","0.2222","0.28600001335144","3.7468","7.6667","0.3333","0.6667","3.4444","6.4444","5.4444","1.4444","0.233","0.345","0.287","5.58","-1","2.2222","0.2222","2.4444","0.2222","0.4444"
"20180418","KT","0.1667","0.3000","0.5000","0.2000","0.375","3.7727","8.2000","0.4000","0.7000","4.2000","6.7000","5.8000","1.4000","0.247","0.377","0.301","5.93","1","2.7000","0.2000","2.5000","0.3000","0.5000"
"20180419","KT","0.5000","0.3636","0.4545","0.1818","0.444000005722046","3.7835","8.7273","0.3636","1.2727","4.5455","6.5455","5.7273","1.3636","0.262","0.387","0.318","5.85","2","2.7273","0.1818","2.6364","0.3636","0.5455"
"20180420","KT","0.5000","0.4167","0.4167","0.1667","0.5","3.7642","8.7500","0.4167","1.4167","4.6667","6.0000","5.2500","1.2500","0.263","0.391","0.321","5.35","3","2.6667","0.1667","2.7500","0.3333","0.5000"
"20180421","KT","0.3333","0.3846","0.4615","0.1538","0.455000013113022","3.8158","9.2308","0.3846","1.5385","5.0769","6.4615","5.6923","1.2308","0.276","0.398","0.336","5.84","-1","2.6154","0.1538","3.0000","0.3077","0.5385"
"20180422","KT","0.5000","0.4286","0.4286","0.1429","0.5","3.7805","9.2143","0.4286","1.5714","5.2143","6.1429","5.4286","1.1429","0.277","0.402","0.345","5.56","1","2.5714","0.1429","3.3571","0.3571","0.5000"
"20180424","KT","0.5000","0.4286","0.4286","0.1429","0.5","3.7805","9.2143","0.4286","1.5714","5.2143","6.1429","5.4286","1.1429","0.277","0.402","0.345","5.56","1","2.5714","0.1429","3.3571","0.3571","0.5000"
"20180425","KT","0.1667","0.4000","0.4667","0.1333","0.462000012397766","3.7863","8.8667","0.4000","1.6000","4.8667","6.2667","5.4667","1.2667","0.268","0.387","0.336","5.63","-1","2.4667","0.1333","3.2667","0.3333","0.4667"
"20180426","KT","0.0000","0.3750","0.4375","0.1875","0.462000012397766","3.7857","8.8125","0.3750","1.6875","4.7500","6.0625","5.2500","1.3125","0.266","0.379","0.338","5.4","-1","2.3750","0.1250","3.5000","0.3125","0.4375"
"20180427","KT","0.0000","0.3529","0.4706","0.1765","0.428999990224838","3.7919","8.7647","0.3529","1.6471","4.6471","5.9412","5.1765","1.2941","0.264","0.379","0.333","5.32","-2","2.5294","0.1176","3.3529","0.2941","0.4118"
"20180428","KT","0.0000","0.3889","0.4444","0.1667","0.467000007629395","3.7911","8.9444","0.3333","1.7222","4.8333","5.8333","5.0556","1.3333","0.269","0.382","0.342","5.18","1","2.5556","0.1111","3.4444","0.4444","0.3889"
"20180429","KT","0.0000","0.3684","0.4737","0.1579","0.437999993562698","3.8024","9.0000","0.3684","1.6842","4.7895","6.0526","5.2105","1.3684","0.269","0.384","0.343","5.34","-1","2.5263","0.1053","3.5263","0.4211","0.3684"
"20180501","KT","0.0000","0.3500","0.5000","0.1500","0.412000000476837","3.8498","9.3500","0.5500","1.7000","5.1500","6.4000","5.5500","1.3500","0.277","0.406","0.35","5.7","-2","2.5000","0.1000","3.6000","0.4000","0.3500"
"20180502","KT","0.0000","0.3500","0.5000","0.1500","0.412000000476837","3.8498","9.3500","0.5500","1.7000","5.1500","6.4000","5.5500","1.3500","0.277","0.406","0.35","5.7","-2","2.5000","0.1000","3.6000","0.4000","0.3500"
"20180503","KT","0.0000","0.3333","0.4762","0.1905","0.412000000476837","3.8409","9.4286","0.5238","1.6667","5.0000","6.1905","5.3810","1.3333","0.28","0.405","0.352","5.52","-2","2.4762","0.0952","3.5714","0.3810","0.3810"
"20180504","KT","0.0000","0.3182","0.5000","0.1818","0.388999998569489","3.8891","9.6364","0.5455","1.7727","5.1364","6.6364","5.7727","1.3636","0.283","0.409","0.358","5.94","-3","2.4545","0.0909","3.6818","0.4545","0.3636"
"20180505","KT","0.0000","0.3043","0.5217","0.1739","0.368000000715256","3.9085","9.6087","0.5652","1.8696","5.1739","6.8261","6.0000","1.3478","0.282","0.407","0.361","6.2","-4","2.3913","0.0870","3.9130","0.4783","0.3478"
"20180508","KT","0.0000","0.3333","0.5000","0.1667","0.400000005960464","3.9076","9.7917","0.6250","2.0000","5.4167","6.8333","6.0417","1.2917","0.287","0.421","0.365","6.23","1","2.4167","0.1250","3.9167","0.4583","0.3750"
"20180509","KT","0.0000","0.3200","0.5200","0.1600","0.381000012159348","3.9298","9.9600","0.6400","1.9200","5.5600","6.9600","6.1600","1.2800","0.29","0.424","0.37","6.35","-1","2.3600","0.1600","4.1200","0.4400","0.3600"
"20180510","KT","0.0000","0.3462","0.5000","0.1538","0.409000009298325","3.9150","10.0385","0.6154","1.8462","5.6154","6.7692","6.0000","1.2308","0.293","0.427","0.372","6.18","1","2.4231","0.1538","4.1154","0.4615","0.4615"
"20180511","KT","0.0000","0.3704","0.4815","0.1481","0.435000002384186","3.9097","10.1481","0.5926","1.8889","5.7407","6.6667","5.9259","1.1852","0.297","0.43","0.377","6.09","2","2.4074","0.1852","4.1852","0.4815","0.4444"
"20180513","KT","0.0000","0.3704","0.4815","0.1481","0.435000002384186","3.9097","10.1481","0.5926","1.8889","5.7407","6.6667","5.9259","1.1852","0.297","0.43","0.377","6.09","2","2.4074","0.1852","4.1852","0.4815","0.4444"
"20180515","KT","0.0000","0.3571","0.4643","0.1786","0.435000002384186","3.9008","10.1071","0.6071","1.8571","5.7857","6.6786","5.8929","1.2500","0.296","0.429","0.375","6.05","2","2.3929","0.1786","4.1786","0.5000","0.5357"
"20180516","KT","0.1667","0.3793","0.4483","0.1724","0.458000004291534","3.8847","10.1034","0.5862","1.8276","5.7586","6.5862","5.7586","1.2759","0.297","0.431","0.375","5.91","3","2.4138","0.2069","4.1034","0.5172","0.5862"
"20180517","KT","0.3333","0.4000","0.4333","0.1667","0.479999989271164","3.9038","10.2667","0.6333","1.7667","5.9000","6.4333","5.6333","1.2333","0.3","0.438","0.376","5.78","4","2.3667","0.2333","4.0000","0.5333","0.5667"
"20180518","KT","0.5000","0.4000","0.4333","0.1667","0.479999989271164","3.9038","10.2667","0.6333","1.7667","5.9000","6.4333","5.6333","1.2333","0.3","0.438","0.376","5.78","4","2.3667","0.2333","4.0000","0.5333","0.5667"
"20180519","KT","0.3333","0.3871","0.4516","0.1613","0.462000012397766","3.9033","10.2258","0.6452","1.7097","5.8065","6.4839","5.7097","1.1935","0.298","0.435","0.374","5.85","-1","2.2903","0.2258","3.9355","0.5161","0.5484"
"20180520","KT","0.3333","0.4063","0.4375","0.1563","0.481000006198883","3.8815","10.0625","0.6563","1.6563","5.6563","6.2813","5.5313","1.1563","0.295","0.431","0.369","5.66","1","2.2500","0.2188","3.8125","0.5000","0.5313"
"20180522","KT","0.3333","0.3939","0.4545","0.1515","0.46399998664856","3.8645","9.8485","0.6364","1.6061","5.5152","6.3333","5.5758","1.1515","0.29","0.425","0.363","5.7","-1","2.2121","0.2424","3.7273","0.4848","0.5152"
"20180523","KT","0.3333","0.3824","0.4412","0.1765","0.46399998664856","3.8619","9.7353","0.6471","1.5882","5.4412","6.2353","5.5000","1.1471","0.286","0.42","0.362","5.62","-1","2.1471","0.2353","3.8235","0.4706","0.5000"
"20180524","KT","0.1667","0.3714","0.4571","0.1714","0.448000013828278","3.8562","9.7143","0.6286","1.5429","5.3143","6.2286","5.4000","1.1714","0.286","0.417","0.359","5.52","-2","2.1143","0.2286","3.7143","0.4571","0.4857"
"20180525","KT","0.1667","0.3889","0.4444","0.1667","0.467000007629395","3.8414","9.5833","0.6111","1.5000","5.2222","6.0833","5.2500","1.1944","0.283","0.413","0.357","5.36","1","2.1389","0.2222","3.6667","0.4722","0.4722"
"20180526","KT","0.1667","0.3784","0.4324","0.1892","0.467000007629395","3.8458","9.6216","0.5946","1.5135","5.2432","6.0811","5.2432","1.2162","0.284","0.415","0.356","5.35","1","2.2432","0.2162","3.5946","0.4595","0.4595"
"20180527","KT","0.1667","0.3947","0.4211","0.1842","0.483999997377396","3.8499","9.6579","0.6053","1.4737","5.3947","5.9211","5.1053","1.1842","0.284","0.419","0.357","5.21","2","2.2895","0.2368","3.6053","0.4737","0.4737"
"20180529","KT","0.1667","0.3846","0.4359","0.1795","0.46900001168251","3.8509","9.5897","0.5897","1.4872","5.3333","5.9231","5.1282","1.2308","0.282","0.413","0.354","5.23","-1","2.2308","0.2308","3.5897","0.4615","0.4615"
"20180530","KT","0.3333","0.3750","0.4250","0.2000","0.46900001168251","3.8406","9.5000","0.6000","1.4750","5.2250","5.8000","5.0250","1.2250","0.28","0.41","0.352","5.12","-1","2.1750","0.2250","3.5500","0.4500","0.4500"
"20180531","KT","0.3333","0.3902","0.4146","0.1951","0.485000014305115","3.8280","9.4878","0.5854","1.4878","5.2439","5.7317","4.9756","1.1951","0.28","0.41","0.352","5.07","1","2.1463","0.2439","3.5366","0.4390","0.4634"
"20180601","KT","0.1667","0.3810","0.4286","0.1905","0.470999985933304","3.8452","9.5476","0.6190","1.5238","5.2143","5.7857","4.9286","1.2143","0.282","0.414","0.351","5.03","-1","2.1429","0.2381","3.4524","0.4286","0.4762"
"20180602","KT","0.3333","0.3953","0.4186","0.1860","0.486000001430511","3.8462","9.5814","0.6279","1.5116","5.2558","5.6744","4.8372","1.1860","0.282","0.418","0.352","4.93","1","2.1628","0.2791","3.4651","0.4186","0.4884"
"20180603","KT","0.1667","0.3864","0.4318","0.1818","0.472000002861023","3.8442","9.5000","0.6136","1.5000","5.1818","5.6364","4.8182","1.1591","0.281","0.414","0.349","4.93","-1","2.1364","0.2727","3.4091","0.4091","0.4773"
"20180605","KT","0.1667","0.4000","0.4222","0.1778","0.486000001430511","3.8478","9.6000","0.6222","1.5556","5.3111","5.5333","4.7333","1.2000","0.283","0.418","0.351","4.84","1","2.1556","0.2667","3.3778","0.4000","0.4889"
"20180606","KT","0.5000","0.4130","0.4130","0.1739","0.5","3.8413","9.6304","0.6304","1.5217","5.3696","5.4348","4.6522","1.1957","0.285","0.421","0.351","4.75","2","2.1739","0.2826","3.3696","0.3913","0.5217"
"20180607","KT","0.1667","0.4043","0.4255","0.1702","0.486999988555908","3.8375","9.5745","0.6170","1.5106","5.3191","5.5745","4.7660","1.1915","0.283","0.417","0.349","4.87","-1","2.1277","0.2766","3.3191","0.4043","0.5319"
"20180608","KT","0.1667","0.4167","0.4167","0.1667","0.5","3.8598","9.7292","0.6458","1.5625","5.4375","5.6250","4.8333","1.1667","0.286","0.421","0.352","4.93","1","2.0833","0.2917","3.3333","0.4167","0.5417"
"20180609","KT","0.5000","0.4082","0.4082","0.1837","0.5","3.8581","9.7959","0.6735","1.5714","5.5306","5.7143","4.9388","1.1633","0.288","0.426","0.355","5.04","1","2.1224","0.2857","3.3878","0.4490","0.5510"
"20180610","KT","0.1667","0.4000","0.4200","0.1800","0.488000005483627","3.8584","9.7600","0.6600","1.5400","5.5000","5.8000","4.9800","1.1800","0.287","0.423","0.355","5.09","-1","2.0800","0.2800","3.4600","0.4400","0.5600"
"20180612","KT","0.3333","0.4118","0.4118","0.1765","0.5","3.8680","9.8039","0.6471","1.5882","5.5686","5.8039","4.9412","1.1961","0.288","0.422","0.355","5.05","1","2.0784","0.2745","3.4314","0.4314","0.5490"
"20180613","KT","0.1667","0.4038","0.4231","0.1731","0.488000005483627","3.8637","9.6923","0.6346","1.5769","5.4808","5.7308","4.8846","1.1731","0.285","0.418","0.353","5","-1","2.0577","0.2692","3.4423","0.4423","0.5577"
"20180614","KT","0.1667","0.3962","0.4340","0.1698","0.476999998092651","3.8725","9.6604","0.6226","1.5472","5.4151","5.7925","4.9623","1.1698","0.284","0.414","0.352","5.09","-2","2.0189","0.2642","3.4151","0.4340","0.5472"
"20180615","KT","0.1667","0.4074","0.4259","0.1667","0.488999992609024","3.8960","9.9074","0.6667","1.5185","5.6296","5.7222","4.8889","1.1852","0.29","0.426","0.355","5.01","1","2.0741","0.2963","3.3704","0.4259","0.5556"
"20180616","KT","0.1667","0.4000","0.4364","0.1636","0.477999985218048","3.8793","9.7818","0.6545","1.5455","5.5455","5.7091","4.8727","1.1818","0.287","0.422","0.353","4.99","-1","2.0545","0.2909","3.3818","0.4182","0.5636"
"20180617","KT","0.1667","0.4107","0.4286","0.1607","0.488999992609024","3.8632","9.7321","0.6607","1.5179","5.5714","5.7143","4.8929","1.1786","0.287","0.422","0.354","5.01","1","2.0357","0.2857","3.3929","0.4286","0.5536"
"20180619","KT","0.1667","0.4035","0.4386","0.1579","0.4790000021457672","3.8694","9.6842","0.6667","1.4912","5.4912","5.8070","4.9825","1.1930","0.285","0.42","0.351","5.11","-1","2.0175","0.2807","3.3333","0.4211","0.5439"
"20180620","KT","0.1667","0.3966","0.4483","0.1552","0.4690000116825104","3.8892","9.7759","0.6724","1.4655","5.5517","5.8966","5.0862","1.2069","0.287","0.422","0.353","5.22","-2","2.0345","0.2759","3.3448","0.4138","0.5345"
"20180621","KT","0.1667","0.3898","0.4576","0.1525","0.46000000834465027","3.8986","9.7627","0.6610","1.4407","5.5085","6.0508","5.2542","1.1864","0.286","0.421","0.352","5.4","-3","2.0678","0.2712","3.3559","0.4237","0.5254"
"20180622","KT","0.1667","0.3898","0.4576","0.1525","0.46000000834465027","3.8986","9.7627","0.6610","1.4407","5.5085","6.0508","5.2542","1.1864","0.286","0.421","0.352","5.4","-3","2.0678","0.2712","3.3559","0.4237","0.5254"
"20180623","KT","0.3333","0.3898","0.4576","0.1525","0.46000000834465027","3.8986","9.7627","0.6610","1.4407","5.5085","6.0508","5.2542","1.1864","0.286","0.421","0.352","5.4","-3","2.0678","0.2712","3.3559","0.4237","0.5254"
"20180624","KT","0.1667","0.3898","0.4576","0.1525","0.46000000834465027","3.8986","9.7627","0.6610","1.4407","5.5085","6.0508","5.2542","1.1864","0.286","0.421","0.352","5.4","-3","2.0678","0.2712","3.3559","0.4237","0.5254"
"20180626","KT","0.3333","0.4000","0.4500","0.1500","0.47099998593330383","3.8832","9.7500","0.6667","1.4333","5.5500","5.9833","5.2000","1.1667","0.287","0.423","0.354","5.35","1","2.0833","0.2667","3.4333","0.4333","0.5500"
"20180627","KT","0.3333","0.4000","0.4500","0.1500","0.47099998593330383","3.8832","9.7500","0.6667","1.4333","5.5500","5.9833","5.2000","1.1667","0.287","0.423","0.354","5.35","1","2.0833","0.2667","3.4333","0.4333","0.5500"
"20180628","KT","0.3333","0.4000","0.4500","0.1500","0.47099998593330383","3.8832","9.7500","0.6667","1.4333","5.5500","5.9833","5.2000","1.1667","0.287","0.423","0.354","5.35","1","2.0833","0.2667","3.4333","0.4333","0.5500"
"20180629","KT","0.3333","0.4000","0.4500","0.1500","0.47099998593330383","3.8832","9.7500","0.6667","1.4333","5.5500","5.9833","5.2000","1.1667","0.287","0.423","0.354","5.35","1","2.0833","0.2667","3.4333","0.4333","0.5500"
"20180630","KT","0.3333","0.3934","0.4590","0.1475","0.4620000123977661","3.8888","9.7213","0.6557","1.4262","5.4918","5.9672","5.1967","1.1639","0.286","0.42","0.354","5.35","-1","2.0820","0.2623","3.4262","0.4426","0.5574"
"20180701","KT","0.3333","0.3934","0.4590","0.1475","0.4620000123977661","3.8888","9.7213","0.6557","1.4262","5.4918","5.9672","5.1967","1.1639","0.286","0.42","0.354","5.35","-1","2.0820","0.2623","3.4262","0.4426","0.5574"
"20180703","KT","0.3333","0.3934","0.4590","0.1475","0.4620000123977661","3.8888","9.7213","0.6557","1.4262","5.4918","5.9672","5.1967","1.1639","0.286","0.42","0.354","5.35","-1","2.0820","0.2623","3.4262","0.4426","0.5574"
"20180704","KT","0.1667","0.3871","0.4677","0.1452","0.453000009059906","3.8998","9.8226","0.6774","1.4355","5.5806","6.0806","5.3226","1.1452","0.288","0.424","0.355","5.48","-2","2.0968","0.2581","3.4032","0.4677","0.5806"
"20180705","KT","0.1667","0.3871","0.4677","0.1452","0.453000009059906","3.8998","9.8226","0.6774","1.4355","5.5806","6.0806","5.3226","1.1452","0.288","0.424","0.355","5.48","-2","2.0968","0.2581","3.4032","0.4677","0.5806"
"20180706","KT","0.1667","0.3871","0.4677","0.1452","0.453000009059906","3.8998","9.8226","0.6774","1.4355","5.5806","6.0806","5.3226","1.1452","0.288","0.424","0.355","5.48","-2","2.0968","0.2581","3.4032","0.4677","0.5806"
"20180707","KT","0.1667","0.3871","0.4677","0.1452","0.453000009059906","3.8998","9.8226","0.6774","1.4355","5.5806","6.0806","5.3226","1.1452","0.288","0.424","0.355","5.48","-2","2.0968","0.2581","3.4032","0.4677","0.5806"
"20180708","KT","0.1667","0.3871","0.4677","0.1452","0.453000009059906","3.8998","9.8226","0.6774","1.4355","5.5806","6.0806","5.3226","1.1452","0.288","0.424","0.355","5.48","-2","2.0968","0.2581","3.4032","0.4677","0.5806"
"20180710","KT","0.1667","0.3810","0.4762","0.1429","0.4440000057220459","3.8978","9.8095","0.6667","1.4444","5.5397","6.0476","5.2857","1.1587","0.288","0.422","0.354","5.44","-3","2.0794","0.2540","3.3810","0.4603","0.6032"
"20180711","KT","0.0000","0.3750","0.4844","0.1406","0.4359999895095825","3.8870","9.7344","0.6563","1.4375","5.5469","6.0625","5.3125","1.1406","0.286","0.421","0.354","5.46","-4","2.0781","0.2656","3.4688","0.4688","0.6250"
"20180717","KT","0.0000","0.3750","0.4844","0.1406","0.4359999895095825","3.8870","9.7344","0.6563","1.4375","5.5469","6.0625","5.3125","1.1406","0.286","0.421","0.354","5.46","-4","2.0781","0.2656","3.4688","0.4688","0.6250"
"20180718","KT","0.0000","0.3750","0.4844","0.1406","0.4359999895095825","3.8870","9.7344","0.6563","1.4375","5.5469","6.0625","5.3125","1.1406","0.286","0.421","0.354","5.46","-4","2.0781","0.2656","3.4688","0.4688","0.6250"
"20180719","KT","0.1667","0.3846","0.4769","0.1385","0.44600000977516174","3.8870","9.7692","0.6462","1.4154","5.5692","6.0308","5.2923","1.1385","0.287","0.421","0.354","5.44","1","2.0769","0.2769","3.4308","0.4615","0.6154"
"20180721","KT","0.1667","0.3846","0.4769","0.1385","0.44600000977516174","3.8870","9.7692","0.6462","1.4154","5.5692","6.0308","5.2923","1.1385","0.287","0.421","0.354","5.44","1","2.0769","0.2769","3.4308","0.4615","0.6154"
"20180723","KT","0.1667","0.3788","0.4697","0.1515","0.44600000977516174","3.8801","9.6970","0.6667","1.3939","5.5303","5.9848","5.2576","1.1364","0.285","0.421","0.353","5.4","1","2.0606","0.2727","3.4545","0.4545","0.6061"
"20180724","KT","0.1667","0.3881","0.4627","0.1493","0.4560000002384186","3.8785","9.6866","0.6866","1.3731","5.5373","5.9104","5.1940","1.1194","0.285","0.422","0.352","5.33","2","2.0746","0.2687","3.4179","0.4478","0.6119"
"20180725","KT","0.1667","0.3824","0.4559","0.1618","0.4560000002384186","3.8821","9.7059","0.6912","1.3529","5.5882","5.9559","5.2353","1.1324","0.285","0.425","0.353","5.37","2","2.1176","0.2794","3.4559","0.4412","0.6029"
"20180727","KT","0.3333","0.3913","0.4493","0.1594","0.4659999907016754","3.8756","9.7101","0.6957","1.3623","5.6087","5.9420","5.2319","1.1159","0.286","0.426","0.353","5.37","3","2.1304","0.2754","3.4638","0.4348","0.6087"
"20180728","KT","0.3333","0.4000","0.4429","0.1571","0.4749999940395355","3.8757","9.7143","0.7000","1.3714","5.6571","5.8857","5.1857","1.1143","0.286","0.428","0.353","5.32","4","2.1429","0.3000","3.4714","0.4286","0.6143"
"20180729","KT","0.3333","0.3944","0.4507","0.1549","0.46700000762939453","3.8647","9.6338","0.6901","1.3521","5.6056","5.9014","5.2113","1.0986","0.284","0.425","0.352","5.34","-1","2.1408","0.2958","3.4507","0.4225","0.6197"
"20180730","KT","0.3333","0.4028","0.4444","0.1528","0.4749999940395355","3.8619","9.6667","0.7083","1.3333","5.6667","5.8611","5.1667","1.1111","0.285","0.428","0.353","5.29","1","2.1528","0.2917","3.5000","0.4167","0.6250"
"20180731","KT","0.3333","0.4110","0.4384","0.1507","0.48399999737739563","3.8638","9.6986","0.6986","1.3151","5.6712","5.8219","5.1370","1.0959","0.286","0.429","0.353","5.26","2","2.1644","0.3014","3.4658","0.4247","0.6164"
"20180801","KT","0.3333","0.4054","0.4459","0.1486","0.47600001096725464","3.8657","9.7027","0.7162","1.2973","5.6892","5.9459","5.2568","1.0946","0.286","0.43","0.353","5.38","-1","2.1622","0.2973","3.4595","0.4324","0.6081"
"20180803","KT","0.3333","0.4054","0.4459","0.1486","0.47600001096725464","3.8657","9.7027","0.7162","1.2973","5.6892","5.9459","5.2568","1.0946","0.286","0.43","0.353","5.38","-1","2.1622","0.2973","3.4595","0.4324","0.6081"
"20180804","KT","0.3333","0.4054","0.4459","0.1486","0.47600001096725464","3.8657","9.7027","0.7162","1.2973","5.6892","5.9459","5.2568","1.0946","0.286","0.43","0.353","5.38","-1","2.1622","0.2973","3.4595","0.4324","0.6081"
"20180805","KT","0.3333","0.4054","0.4459","0.1486","0.47600001096725464","3.8657","9.7027","0.7162","1.2973","5.6892","5.9459","5.2568","1.0946","0.286","0.43","0.353","5.38","-1","2.1622","0.2973","3.4595","0.4324","0.6081"
"20180806","KT","0.3333","0.4133","0.4400","0.1467","0.48399999737739563","3.8766","9.7600","0.7200","1.3600","5.7467","5.9200","5.2400","1.0933","0.286","0.432","0.354","5.36","1","2.1733","0.3067","3.4800","0.4267","0.6000"
"20180807","KT","0.3333","0.4211","0.4342","0.1447","0.492000013589859","3.8768","9.7105","0.7237","1.3421","5.7368","5.8684","5.1974","1.0789","0.285","0.43","0.353","5.32","2","2.1711","0.3026","3.5132","0.4211","0.5921"
"20180808","KT","0.5000","0.4286","0.4286","0.1429","0.5","3.8917","9.8442","0.7662","1.3636","5.8442","5.8831","5.2208","1.0909","0.288","0.437","0.356","5.34","3","2.1688","0.3247","3.5455","0.4286","0.5844"
"20180810","KT","0.5000","0.4286","0.4286","0.1429","0.5","3.8917","9.8442","0.7662","1.3636","5.8442","5.8831","5.2208","1.0909","0.288","0.437","0.356","5.34","3","2.1688","0.3247","3.5455","0.4286","0.5844"
"20180811","KT","0.5000","0.4286","0.4286","0.1429","0.5","3.8917","9.8442","0.7662","1.3636","5.8442","5.8831","5.2208","1.0909","0.288","0.437","0.356","5.34","3","2.1688","0.3247","3.5455","0.4286","0.5844"
"20180812","KT","0.3333","0.4286","0.4286","0.1429","0.5","3.8917","9.8442","0.7662","1.3636","5.8442","5.8831","5.2208","1.0909","0.288","0.437","0.356","5.34","3","2.1688","0.3247","3.5455","0.4286","0.5844"
"20180813","KT","0.3333","0.4231","0.4359","0.1410","0.49300000071525574","3.8915","9.7692","0.7564","1.3462","5.7821","5.9231","5.2692","1.0897","0.286","0.434","0.355","5.4","-1","2.1538","0.3205","3.5256","0.4487","0.5769"
"20180814","KT","0.3333","0.4231","0.4359","0.1410","0.49300000071525574","3.8915","9.7692","0.7564","1.3462","5.7821","5.9231","5.2692","1.0897","0.286","0.434","0.355","5.4","-1","2.1538","0.3205","3.5256","0.4487","0.5769"
"20180815","KT","0.3333","0.4177","0.4430","0.1392","0.48500001430511475","3.8971","9.7848","0.7722","1.3291","5.7722","6.0253","5.3797","1.0759","0.286","0.434","0.355","5.52","-2","2.1266","0.3165","3.5316","0.4430","0.5696"
"20180816","KT","0.3333","0.4125","0.4500","0.1375","0.4779999852180481","3.9026","9.7750","0.7625","1.3500","5.7250","5.9875","5.3500","1.0625","0.286","0.434","0.354","5.49","-3","2.1500","0.3125","3.5000","0.4375","0.5625"
"20180817","KT","0.3333","0.4074","0.4568","0.1358","0.47099998593330383","3.9065","9.7654","0.7654","1.3704","5.7160","6.0123","5.3827","1.0494","0.285","0.434","0.354","5.53","-4","2.1605","0.3086","3.5062","0.4321","0.5679"
"20180818","KT","0.3333","0.4074","0.4568","0.1358","0.47099998593330383","3.9065","9.7654","0.7654","1.3704","5.7160","6.0123","5.3827","1.0494","0.285","0.434","0.354","5.53","-4","2.1605","0.3086","3.5062","0.4321","0.5679"
"20180821","KT","0.3333","0.4024","0.4634","0.1341","0.4650000035762787","3.8993","9.7073","0.7561","1.4146","5.6707","5.9756","5.3537","1.0488","0.284","0.431","0.354","5.5","-5","2.1463","0.3049","3.5488","0.4512","0.5610"
"20180822","KT","0.3333","0.4096","0.4578","0.1325","0.47200000286102295","3.9005","9.7470","0.7590","1.4337","5.6867","5.9277","5.3133","1.0361","0.285","0.433","0.354","5.46","1","2.1566","0.3133","3.5181","0.4458","0.5542"
"20180823","KT","0.3333","0.4167","0.4524","0.1310","0.4790000021457672","3.8986","9.7381","0.7619","1.4286","5.7143","5.9405","5.3333","1.0238","0.286","0.436","0.356","5.5","2","2.1667","0.3214","3.5595","0.4524","0.5595"
"20180824","KT","0.3333","0.4167","0.4524","0.1310","0.4790000021457672","3.8986","9.7381","0.7619","1.4286","5.7143","5.9405","5.3333","1.0238","0.286","0.436","0.356","5.5","2","2.1667","0.3214","3.5595","0.4524","0.5595"
"20180825","KT","0.3333","0.4118","0.4471","0.1412","0.4790000021457672","3.9012","9.7412","0.7529","1.4235","5.7059","5.9294","5.3294","1.0118","0.286","0.434","0.356","5.49","2","2.1412","0.3294","3.5412","0.4706","0.5529"
