"date","TEAM","RANK_RATE","WIN","LOSE","DRAW","WRA","AB_RATE","HIT","HR","SB","RUN","R","ER","ERR","HRA","LRA","BRA","ERA","CONTINUE_GAME","H2","H3","BB","HP","SF"
"20180821","NC","0.6667","0.5238","0.4286","0.0476","0.550000011920929","4.0105","10.5357","0.9167","1.1548","5.7738","5.4048","4.7619","0.9405","0.301","0.468","0.367","4.91","-1","2.4286","0.3333","3.1310","0.7143","0.3452"
"20180822","NC","0.6667","0.5294","0.4235","0.0471","0.5559999942779541","4.0171","10.5882","0.9294","1.1529","5.8118","5.4353","4.8000","0.9294","0.302","0.469","0.367","4.95","1","2.4353","0.3294","3.1294","0.7059","0.3529"
"20180823","NC","0.6667","0.5294","0.4235","0.0471","0.5559999942779541","4.0171","10.5882","0.9294","1.1529","5.8118","5.4353","4.8000","0.9294","0.302","0.469","0.367","4.95","1","2.4353","0.3294","3.1294","0.7059","0.3529"
"20180824","NC","0.6667","0.5233","0.4302","0.0465","0.5490000247955322","4.0129","10.5581","0.9302","1.1395","5.7907","5.4302","4.8023","0.9186","0.301","0.468","0.367","4.95","-1","2.4186","0.3256","3.1279","0.7093","0.3488"
"20180825","NC","0.6667","0.5287","0.4253","0.0460","0.5540000200271606","4.0127","10.6207","0.9310","1.1264","5.8046","5.4368","4.8161","0.9080","0.303","0.471","0.368","4.96","1","2.4483","0.3218","3.1149","0.7126","0.3563"
"20180826","NC","0.6667","0.5287","0.4253","0.0460","0.5540000200271606","4.0127","10.6207","0.9310","1.1264","5.8046","5.4368","4.8161","0.9080","0.303","0.471","0.368","4.96","1","2.4483","0.3218","3.1149","0.7126","0.3563"
"20180828","NC","0.6667","0.5287","0.4253","0.0460","0.5540000200271606","4.0127","10.6207","0.9310","1.1264","5.8046","5.4368","4.8161","0.9080","0.303","0.471","0.368","4.96","1","2.4483","0.3218","3.1149","0.7126","0.3563"
"20180829","NC","0.6667","0.5341","0.4205","0.0455","0.5600000023841858","4.0087","10.6023","0.9318","1.1136","5.7727","5.3864","4.7727","0.9205","0.303","0.47","0.367","4.91","2","2.4545","0.3182","3.0909","0.7045","0.3523"
"20180830","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180831","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180901","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180902","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180903","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180904","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180905","NC","0.6667","0.5281","0.4270","0.0449","0.5529999732971191","4.0034","10.5056","0.9213","1.1011","5.7079","5.3483","4.7303","0.9101","0.302","0.469","0.367","4.89","-1","2.4270","0.3146","3.0899","0.6966","0.3483"
"20180906","NC","0.6667","0.5222","0.4333","0.0444","0.546999990940094","3.9996","10.4667","0.9333","1.1111","5.7111","5.3667","4.7556","0.9000","0.301","0.469","0.366","4.92","-2","2.4222","0.3111","3.1000","0.6889","0.3556"
"20180907","NC","0.6667","0.5275","0.4286","0.0440","0.5519999861717224","3.9945","10.4725","0.9231","1.1099","5.7143","5.3187","4.7143","0.9011","0.301","0.468","0.366","4.87","1","2.4066","0.3077","3.0879","0.6813","0.3516"
"20180908","NC","0.6667","0.5217","0.4348","0.0435","0.5450000166893005","3.9946","10.4130","0.9130","1.1087","5.6848","5.3587","4.7609","0.8913","0.3","0.465","0.365","4.93","-1","2.3913","0.3043","3.1196","0.6739","0.3478"
"20180909","NC","0.6667","0.5217","0.4348","0.0435","0.5450000166893005","3.9946","10.4130","0.9130","1.1087","5.6848","5.3587","4.7609","0.8913","0.3","0.465","0.365","4.93","-1","2.3913","0.3043","3.1196","0.6739","0.3478"
"20180910","NC","0.6667","0.5217","0.4348","0.0435","0.5450000166893005","3.9946","10.4130","0.9130","1.1087","5.6848","5.3587","4.7609","0.8913","0.3","0.465","0.365","4.93","-1","2.3913","0.3043","3.1196","0.6739","0.3478"
"20180911","NC","0.6667","0.5161","0.4409","0.0430","0.5389999747276306","3.9975","10.4301","0.9032","1.1075","5.6989","5.3871","4.7957","0.8817","0.3","0.465","0.366","4.96","-2","2.4086","0.3118","3.1505","0.6774","0.3548"
"20180912","NC","0.6667","0.5161","0.4409","0.0430","0.5389999747276306","3.9975","10.4301","0.9032","1.1075","5.6989","5.3871","4.7957","0.8817","0.3","0.465","0.366","4.96","-2","2.4086","0.3118","3.1505","0.6774","0.3548"
"20180403","SK","0.8333","1.0000","0.0000","0.0000","1","3.8889","10.0000","1.0000","2.0000","3.0000","2.0000","1.0000","2.0000","0.286","0.429","0.306","1","1","2.0000","0.0000","1.0000","0.0000","0.0000"
"20180404","SK","0.8333","1.0000","0.0000","0.0000","1","3.8889","10.0000","1.0000","2.0000","3.0000","2.0000","1.0000","2.0000","0.286","0.429","0.306","1","1","2.0000","0.0000","1.0000","0.0000","0.0000"
"20180406","SK","0.5000","0.5000","0.5000","0.0000","0.5","3.6111","8.0000","0.5000","3.0000","3.0000","4.0000","3.5000","1.5000","0.246","0.338","0.329","3.5","-1","1.5000","0.0000","2.5000","1.5000","0.0000"
"20180407","SK","0.5000","0.5000","0.5000","0.0000","0.5","3.6111","8.0000","0.5000","3.0000","3.0000","4.0000","3.5000","1.5000","0.246","0.338","0.329","3.5","-1","1.5000","0.0000","2.5000","1.5000","0.0000"
"20180408","SK","0.3333","0.3333","0.6667","0.0000","0.333000004291534","3.7037","8.6667","0.3333","3.0000","4.0000","6.3333","4.3333","1.3333","0.26","0.36","0.357","4.33","-2","1.6667","0.3333","4.0000","1.0000","0.0000"
"20180410","SK","0.3333","0.2500","0.7500","0.0000","0.25","3.6944","8.2500","0.2500","2.2500","3.5000","5.5000","4.0000","1.5000","0.248","0.338","0.338","4","-3","1.7500","0.2500","3.7500","0.7500","0.0000"
"20180411","SK","0.1667","0.2000","0.8000","0.0000","0.200000002980232","3.6000","8.0000","0.4000","2.0000","3.0000","5.6000","3.8000","1.8000","0.247","0.346","0.337","3.8","-4","1.6000","0.2000","3.8000","0.6000","0.0000"
"20180412","SK","0.3333","0.3333","0.6667","0.0000","0.333000004291534","3.5370","7.6667","0.3333","2.1667","3.1667","5.0000","3.5000","1.5000","0.241","0.325","0.333","3.5","1","1.3333","0.1667","4.0000","0.5000","0.1667"
"20180413","SK","0.1667","0.2857","0.7143","0.0000","0.28600001335144","3.5968","7.7143","0.4286","2.1429","3.5714","5.5714","4.1429","1.7143","0.242","0.332","0.336","4.21","-1","1.2857","0.1429","4.0000","0.5714","0.1429"
"20180415","SK","0.3333","0.3750","0.6250","0.0000","0.375","3.7324","9.1250","0.5000","2.0000","4.8750","5.7500","4.5000","1.6250","0.275","0.377","0.367","4.56","1","1.6250","0.1250","4.3750","0.5000","0.1250"
"20180417","SK","0.3333","0.4444","0.5556","0.0000","0.444000005722046","3.7500","9.3333","0.6667","1.7778","5.5556","5.5556","4.2222","1.5556","0.28","0.403","0.377","4.28","2","1.6667","0.2222","4.8889","0.4444","0.2222"
"20180418","SK","0.3333","0.5000","0.5000","0.0000","0.5","3.7528","9.3000","0.6000","1.7000","5.5000","5.4000","4.2000","1.5000","0.278","0.395","0.38","4.25","3","1.5000","0.3000","4.9000","0.7000","0.2000"
"20180419","SK","0.3333","0.4545","0.5455","0.0000","0.455000013113022","3.8247","9.3636","0.6364","1.8182","5.5455","5.8182","4.7273","1.5455","0.278","0.399","0.376","4.82","-1","1.6364","0.2727","4.7273","0.7273","0.1818"
"20180420","SK","0.3333","0.4167","0.5833","0.0000","0.416999995708466","3.8302","9.5833","0.5833","1.8333","5.6667","6.5833","5.5000","1.6667","0.283","0.409","0.386","5.6","-2","1.8333","0.3333","5.0833","0.7500","0.2500"
"20180421","SK","0.3333","0.4615","0.5385","0.0000","0.462000012397766","3.8087","9.6923","0.5385","1.9231","5.4615","6.0769","5.0769","1.6154","0.288","0.409","0.388","5.17","1","1.8462","0.3077","5.0000","0.6923","0.2308"
"20180422","SK","0.3333","0.4615","0.5385","0.0000","0.462000012397766","3.8087","9.6923","0.5385","1.9231","5.4615","6.0769","5.0769","1.6154","0.288","0.409","0.388","5.17","1","1.8462","0.3077","5.0000","0.6923","0.2308"
"20180424","SK","0.1667","0.4286","0.5714","0.0000","0.428999990224838","3.8548","10.0714","0.5000","1.7857","6.0000","6.9286","6.0000","1.5000","0.295","0.423","0.394","6.1","-1","2.1429","0.3571","4.9286","0.7857","0.2143"
"20180425","SK","0.3333","0.4667","0.5333","0.0000","0.467000007629395","3.8421","10.0000","0.4667","1.8667","5.8667","6.6000","5.6000","1.5333","0.294","0.415","0.388","5.68","1","2.0667","0.3333","4.6000","0.8000","0.2000"
"20180426","SK","0.3333","0.5000","0.5000","0.0000","0.5","3.8028","9.9375","0.4375","1.7500","5.6250","6.2500","5.2500","1.5000","0.294","0.409","0.388","5.32","2","1.9375","0.3125","4.5000","0.7500","0.1875"
"20180427","SK","0.3333","0.4706","0.5294","0.0000","0.470999985933304","3.8133","9.7647","0.4118","1.7059","5.3529","6.0588","5.1176","1.4118","0.29","0.399","0.382","5.22","-1","1.8235","0.2941","4.4118","0.7059","0.1765"
"20180428","SK","0.3333","0.5000","0.5000","0.0000","0.5","3.8239","9.8333","0.3889","1.7778","5.4444","5.8333","4.9444","1.3889","0.291","0.396","0.386","5.04","1","1.8333","0.2778","4.5556","0.8333","0.2222"
"20180429","SK","0.3333","0.4737","0.5263","0.0000","0.474000006914139","3.8024","9.7368","0.3684","1.7895","5.3684","5.8947","5.0526","1.3158","0.291","0.392","0.39","5.17","-1","1.7368","0.2632","4.7895","0.8421","0.3684"
"20180501","SK","0.3333","0.4500","0.5500","0.0000","0.449999988079071","3.8409","10.1000","0.3500","1.8500","5.5000","6.1000","5.2500","1.3000","0.299","0.395","0.392","5.37","-2","1.7000","0.2500","4.6500","0.8000","0.4000"
"20180502","SK","0.3333","0.4500","0.5500","0.0000","0.449999988079071","3.8409","10.1000","0.3500","1.8500","5.5000","6.1000","5.2500","1.3000","0.299","0.395","0.392","5.37","-2","1.7000","0.2500","4.6500","0.8000","0.4000"
"20180503","SK","0.3333","0.4762","0.5238","0.0000","0.476000010967255","3.8324","10.1429","0.3333","1.8571","5.4762","5.9048","5.0952","1.2381","0.3","0.396","0.392","5.21","1","1.7619","0.2381","4.5714","0.7619","0.3810"
"20180504","SK","0.5000","0.5000","0.5000","0.0000","0.5","3.8454","10.2273","0.4091","1.9091","5.7273","5.9545","5.1818","1.1818","0.302","0.406","0.397","5.29","2","1.6818","0.3182","4.8636","0.7273","0.3636"
"20180505","SK","0.6667","0.5217","0.4783","0.0000","0.522000014781952","3.8719","10.3043","0.4348","2.0000","6.1304","5.9130","5.1739","1.1304","0.302","0.406","0.396","5.28","3","1.6522","0.3043","4.9130","0.6957","0.3913"
"20180508","SK","0.6667","0.5417","0.4583","0.0000","0.541999995708466","3.8774","10.3750","0.4167","1.9167","6.2500","5.7917","5.0833","1.0833","0.303","0.409","0.397","5.18","4","1.7083","0.3333","4.9167","0.6667","0.3750"
"20180509","SK","0.6667","0.5600","0.4400","0.0000","0.560000002384186","3.8824","10.3600","0.4400","1.9200","6.2800","5.8000","5.0800","1.0800","0.302","0.411","0.394","5.17","5","1.7200","0.3600","4.8400","0.6400","0.3600"
"20180510","SK","0.6667","0.5769","0.4231","0.0000","0.577000021934509","3.8870","10.4231","0.4231","1.8846","6.1923","5.6923","4.9615","1.0769","0.303","0.415","0.394","5.05","6","1.8077","0.3846","4.7692","0.6154","0.3846"
"20180511","SK","0.6667","0.5556","0.4444","0.0000","0.555999994277954","3.8954","10.4444","0.4815","1.9259","6.2593","5.8889","5.1481","1.1852","0.303","0.418","0.392","5.23","-1","1.7778","0.3704","4.7037","0.6296","0.4074"
"20180513","SK","0.6667","0.5556","0.4444","0.0000","0.555999994277954","3.8954","10.4444","0.4815","1.9259","6.2593","5.8889","5.1481","1.1852","0.303","0.418","0.392","5.23","-1","1.7778","0.3704","4.7037","0.6296","0.4074"
"20180515","SK","0.6667","0.5714","0.4286","0.0000","0.570999979972839","3.9355","10.7857","0.5357","1.9286","6.5357","5.7857","5.0714","1.1786","0.309","0.43","0.395","5.15","1","1.8929","0.3571","4.5714","0.6071","0.3929"
"20180516","SK","0.6667","0.5714","0.4286","0.0000","0.570999979972839","3.9355","10.7857","0.5357","1.9286","6.5357","5.7857","5.0714","1.1786","0.309","0.43","0.395","5.15","1","1.8929","0.3571","4.5714","0.6071","0.3929"
"20180517","SK","0.6667","0.5714","0.4286","0.0000","0.570999979972839","3.9355","10.7857","0.5357","1.9286","6.5357","5.7857","5.0714","1.1786","0.309","0.43","0.395","5.15","1","1.8929","0.3571","4.5714","0.6071","0.3929"
"20180518","SK","0.6667","0.5714","0.4286","0.0000","0.570999979972839","3.9355","10.7857","0.5357","1.9286","6.5357","5.7857","5.0714","1.1786","0.309","0.43","0.395","5.15","1","1.8929","0.3571","4.5714","0.6071","0.3929"
"20180519","SK","0.6667","0.5862","0.4138","0.0000","0.586000025272369","3.9300","10.7241","0.5517","1.8621","6.4483","5.6552","4.9655","1.1379","0.308","0.433","0.393","5.04","2","2.0000","0.3448","4.5172","0.5862","0.3793"
"20180520","SK","0.6667","0.5667","0.4000","0.0333","0.586000025272369","3.9248","10.6000","0.5667","1.8333","6.2667","5.5000","4.8333","1.1333","0.305","0.43","0.388","4.91","2","2.0000","0.3333","4.4000","0.6000","0.3667"
"20180522","SK","0.6667","0.5484","0.4194","0.0323","0.566999971866608","3.9200","10.5806","0.5484","1.7742","6.1290","5.5806","4.9032","1.1290","0.304","0.428","0.389","4.97","-1","2.0000","0.3226","4.4516","0.6129","0.3871"
"20180523","SK","0.6667","0.5313","0.4063","0.0625","0.566999971866608","3.9261","10.5625","0.5625","1.8438","6.0938","5.5625","4.9063","1.1250","0.303","0.427","0.388","4.98","-1","2.0000","0.3125","4.3750","0.7188","0.3750"
"20180524","SK","0.6667","0.5455","0.3939","0.0606","0.580999970436096","3.9181","10.5758","0.5758","1.9091","6.1818","5.4242","4.7576","1.2121","0.304","0.429","0.39","4.82","1","2.0303","0.3030","4.4848","0.6970","0.3939"
"20180525","SK","0.6667","0.5588","0.3824","0.0588","0.593999981880188","3.9139","10.5294","0.6176","1.8824","6.1471","5.3824","4.6765","1.2353","0.303","0.431","0.389","4.74","2","2.0000","0.2941","4.4706","0.6765","0.3824"
"20180526","SK","0.6667","0.5429","0.3714","0.0857","0.593999981880188","3.9068","10.4857","0.6000","1.8571","6.0571","5.3143","4.6286","1.2000","0.302","0.426","0.388","4.69","2","1.9429","0.2857","4.4000","0.6857","0.3714"
"20180527","SK","0.6667","0.5556","0.3611","0.0833","0.606000006198883","3.8875","10.3889","0.5833","1.8056","6.0000","5.2222","4.5278","1.2222","0.301","0.424","0.386","4.58","3","1.9444","0.2778","4.3889","0.6667","0.3611"
"20180529","SK","0.6667","0.5405","0.3784","0.0811","0.587999999523163","3.8902","10.2973","0.5946","1.7568","5.9189","5.5135","4.6757","1.2973","0.299","0.422","0.382","4.75","-1","1.9459","0.2703","4.2703","0.6486","0.3784"
"20180530","SK","0.6667","0.5263","0.3947","0.0789","0.570999979972839","3.9167","10.4211","0.5789","1.7105","5.9211","5.6316","4.8158","1.2632","0.301","0.425","0.383","4.9","-2","2.0263","0.2632","4.1842","0.6316","0.3684"
"20180531","SK","0.6667","0.5128","0.4103","0.0769","0.555999994277954","3.9244","10.4359","0.5897","1.6667","5.8462","5.6410","4.8205","1.3077","0.301","0.426","0.382","4.92","-3","2.0256","0.2564","4.1026","0.6154","0.3846"
"20180601","SK","0.6667","0.5000","0.4000","0.1000","0.555999994277954","3.9292","10.4250","0.5750","1.6750","5.8750","5.6750","4.8250","1.3250","0.301","0.425","0.382","4.92","-3","2.0500","0.2750","4.1750","0.6250","0.3750"
"20180602","SK","0.6667","0.4878","0.4146","0.0976","0.541000008583069","3.9365","10.3902","0.5854","1.6341","5.8049","5.8293","5.0000","1.2927","0.299","0.423","0.379","5.1","-4","2.0244","0.2683","4.0732","0.6341","0.3659"
"20180603","SK","0.6667","0.5000","0.4048","0.0952","0.552999973297119","3.9407","10.4762","0.5714","1.6190","5.9048","5.7143","4.8810","1.2857","0.301","0.427","0.381","4.97","1","2.0714","0.3095","4.0714","0.6429","0.3810"
"20180605","SK","0.6667","0.4884","0.4186","0.0930","0.537999987602234","3.9578","10.4884","0.5814","1.6744","5.9070","5.7442","4.9302","1.2558","0.301","0.428","0.38","5.03","-1","2.0465","0.3256","4.0233","0.6512","0.3721"
"20180606","SK","0.6667","0.5000","0.4091","0.0909","0.550000011920929","3.9613","10.5227","0.5682","1.7500","5.9545","5.7273","4.9318","1.2273","0.301","0.427","0.382","5.03","1","2.0000","0.3409","4.0909","0.6818","0.3864"
"20180607","SK","0.6667","0.4889","0.4222","0.0889","0.537000000476837","3.9571","10.4222","0.5556","1.7111","5.8444","5.6444","4.8667","1.2000","0.299","0.423","0.381","4.98","-1","1.9778","0.3333","4.1333","0.6667","0.3778"
"20180608","SK","0.6667","0.5000","0.4130","0.0870","0.547999978065491","3.9679","10.5435","0.5435","1.6957","6.0435","5.6087","4.8478","1.1957","0.302","0.425","0.384","4.96","1","2.0217","0.3261","4.1739","0.7174","0.3696"
"20180609","SK","0.6667","0.4894","0.4255","0.0851","0.535000026226044","3.9734","10.5532","0.5532","1.6596","5.9787","5.7021","4.9362","1.2340","0.302","0.425","0.383","5.04","-1","2.0213","0.3191","4.1277","0.7021","0.3617"
"20180610","SK","0.6667","0.4894","0.4255","0.0851","0.535000026226044","3.9734","10.5532","0.5532","1.6596","5.9787","5.7021","4.9362","1.2340","0.302","0.425","0.383","5.04","-1","2.0213","0.3191","4.1277","0.7021","0.3617"
"20180612","SK","0.6667","0.5000","0.4167","0.0833","0.545000016689301","3.9740","10.5208","0.6458","1.6250","6.0417","5.5833","4.8333","1.2083","0.3","0.431","0.383","4.94","1","2.0208","0.3125","4.1458","0.7292","0.3542"
"20180613","SK","0.6667","0.4898","0.4286","0.0816","0.532999992370605","3.9698","10.4082","0.6327","1.6327","5.9184","5.5102","4.7755","1.1837","0.298","0.428","0.38","4.89","-1","2.0204","0.3061","4.1020","0.7143","0.3469"
"20180614","SK","0.6667","0.4800","0.4400","0.0800","0.522000014781952","3.9681","10.3400","0.6200","1.6000","5.8800","5.5000","4.7800","1.1800","0.297","0.426","0.378","4.9","-2","2.0000","0.3200","4.0800","0.7000","0.3400"
"20180615","SK","0.5000","0.4706","0.4510","0.0784","0.510999977588654","3.9732","10.2745","0.6078","1.5686","5.8039","5.7255","5.0196","1.1569","0.295","0.423","0.376","5.15","-3","2.0000","0.3137","4.0392","0.7059","0.3333"
"20180616","SK","0.5000","0.4808","0.4423","0.0769","0.521000027656555","3.9781","10.2692","0.5962","1.6346","5.7885","5.6346","4.9231","1.1731","0.294","0.422","0.376","5.05","1","2.0385","0.3077","4.0577","0.6923","0.3269"
"20180617","SK","0.5000","0.4717","0.4528","0.0755","0.509999990463257","3.9806","10.2075","0.6226","1.6226","5.7925","5.6604","4.9434","1.1698","0.293","0.423","0.375","5.08","-1","2.0189","0.3208","4.0943","0.6792","0.3396"
"20180619","SK","0.5000","0.4630","0.4630","0.0741","0.5","3.9662","10.0741","0.6111","1.6111","5.6852","5.6667","4.9444","1.1852","0.29","0.418","0.372","5.08","-2","1.9815","0.3148","4.0556","0.6667","0.3333"
"20180620","SK","0.5000","0.4727","0.4545","0.0727","0.5099999904632568","3.9668","10.1818","0.6000","1.6364","5.7818","5.6545","4.9273","1.1818","0.293","0.421","0.374","5.06","1","2.0000","0.3273","4.0364","0.6727","0.3273"
"20180621","SK","0.5000","0.4821","0.4464","0.0714","0.5189999938011169","3.9654","10.2679","0.5893","1.6071","5.8214","5.5536","4.8393","1.1607","0.295","0.422","0.376","4.97","2","1.9821","0.3214","4.0000","0.6607","0.3214"
"20180622","SK","0.5000","0.4912","0.4386","0.0702","0.527999997138977","3.9840","10.3860","0.6140","1.6316","5.9123","5.5088","4.8070","1.1404","0.297","0.427","0.377","4.93","3","2.0175","0.3333","4.0000","0.6491","0.3158"
"20180623","SK","0.5000","0.4828","0.4483","0.0690","0.5189999938011169","3.9921","10.4310","0.6034","1.6034","5.9138","5.6207","4.9138","1.1552","0.298","0.427","0.377","5.05","-1","1.9828","0.3448","3.9483","0.6552","0.3276"
"20180624","SK","0.5000","0.4746","0.4576","0.0678","0.5090000033378601","3.9903","10.3390","0.5932","1.6610","5.8475","5.6780","4.9661","1.1525","0.296","0.423","0.376","5.11","-2","1.9492","0.3390","3.9831","0.6780","0.3390"
"20180626","SK","0.5000","0.4746","0.4576","0.0678","0.5090000033378601","3.9903","10.3390","0.5932","1.6610","5.8475","5.6780","4.9661","1.1525","0.296","0.423","0.376","5.11","-2","1.9492","0.3390","3.9831","0.6780","0.3390"
"20180627","SK","0.5000","0.4746","0.4576","0.0678","0.5090000033378601","3.9903","10.3390","0.5932","1.6610","5.8475","5.6780","4.9661","1.1525","0.296","0.423","0.376","5.11","-2","1.9492","0.3390","3.9831","0.6780","0.3390"
"20180628","SK","0.5000","0.4746","0.4576","0.0678","0.5090000033378601","3.9903","10.3390","0.5932","1.6610","5.8475","5.6780","4.9661","1.1525","0.296","0.423","0.376","5.11","-2","1.9492","0.3390","3.9831","0.6780","0.3390"
"20180629","SK","0.5000","0.4833","0.4500","0.0667","0.5180000066757202","3.9962","10.3833","0.5833","1.6833","5.8333","5.6333","4.9333","1.1333","0.297","0.422","0.376","5.07","1","1.9500","0.3333","3.9667","0.6833","0.3333"
"20180630","SK","0.5000","0.4918","0.4426","0.0656","0.5260000228881836","3.9925","10.4098","0.5902","1.6557","5.8033","5.5738","4.8852","1.1311","0.298","0.424","0.377","5.02","2","1.9836","0.3279","3.9508","0.6721","0.3279"
"20180701","SK","0.5000","0.4918","0.4426","0.0656","0.5260000228881836","3.9925","10.4098","0.5902","1.6557","5.8033","5.5738","4.8852","1.1311","0.298","0.424","0.377","5.02","2","1.9836","0.3279","3.9508","0.6721","0.3279"
"20180703","SK","0.5000","0.4839","0.4516","0.0645","0.5170000195503235","3.9945","10.4677","0.6129","1.6290","5.8710","5.6774","4.9839","1.1290","0.299","0.426","0.378","5.12","-1","1.9677","0.3226","3.9677","0.6613","0.3226"
"20180704","SK","0.5000","0.4762","0.4603","0.0635","0.5080000162124634","3.9946","10.4921","0.6032","1.6349","5.8571","5.7302","5.0000","1.1429","0.3","0.426","0.378","5.14","-2","1.9524","0.3333","3.9365","0.6667","0.3175"
"20180705","SK","0.5000","0.4688","0.4688","0.0625","0.5","3.9982","10.5313","0.6250","1.6094","5.8594","5.7969","5.0469","1.1563","0.3","0.429","0.378","5.18","-3","1.9688","0.3281","3.9063","0.6719","0.3281"
"20180706","SK","0.5000","0.4615","0.4769","0.0615","0.492000013589859","3.9982","10.5077","0.6308","1.6154","5.8154","5.7692","5.0154","1.1692","0.3","0.429","0.377","5.15","-4","1.9538","0.3385","3.8923","0.6769","0.3231"
"20180707","SK","0.5000","0.4697","0.4697","0.0606","0.5","3.9983","10.5758","0.6212","1.5909","5.9242","5.8636","5.1061","1.1667","0.302","0.431","0.38","5.24","1","1.9697","0.3485","3.9242","0.6970","0.3182"
"20180708","SK","0.6667","0.4776","0.4627","0.0597","0.5080000162124634","4.0017","10.5821","0.6567","1.5672","5.9851","5.8806","5.1343","1.1642","0.301","0.434","0.379","5.27","2","2.0000","0.3433","3.8806","0.6866","0.3284"
"20180710","SK","0.6667","0.4853","0.4559","0.0588","0.515999972820282","4.0117","10.6471","0.6765","1.5588","6.0441","5.8088","5.0735","1.1471","0.302","0.436","0.379","5.2","3","2.0147","0.3382","3.8529","0.6765","0.3235"
"20180711","SK","0.6667","0.4853","0.4559","0.0588","0.515999972820282","4.0117","10.6471","0.6765","1.5588","6.0441","5.8088","5.0735","1.1471","0.302","0.436","0.379","5.2","3","2.0147","0.3382","3.8529","0.6765","0.3235"
"20180717","SK","0.6667","0.4928","0.4493","0.0580","0.5230000019073486","4.0116","10.6812","0.6812","1.5507","6.0870","5.8116","5.0870","1.1304","0.303","0.438","0.379","5.21","4","2.0145","0.3478","3.8406","0.6957","0.3333"
"20180718","SK","0.5000","0.4857","0.4571","0.0571","0.5149999856948853","4.0163","10.6571","0.6857","1.5286","6.0429","5.8143","5.1000","1.1286","0.303","0.438","0.378","5.23","-1","2.0143","0.3429","3.7857","0.6857","0.3286"
"20180719","SK","0.3333","0.4789","0.4648","0.0563","0.5070000290870667","4.0273","10.7183","0.6761","1.5352","6.0282","5.8592","5.1408","1.1408","0.304","0.438","0.378","5.28","-2","2.0423","0.3380","3.7465","0.6901","0.3521"
"20180721","SK","0.3333","0.4789","0.4648","0.0563","0.5070000290870667","4.0273","10.7183","0.6761","1.5352","6.0282","5.8592","5.1408","1.1408","0.304","0.438","0.378","5.28","-2","2.0423","0.3380","3.7465","0.6901","0.3521"
"20180723","SK","0.3333","0.4789","0.4648","0.0563","0.5070000290870667","4.0273","10.7183","0.6761","1.5352","6.0282","5.8592","5.1408","1.1408","0.304","0.438","0.378","5.28","-2","2.0423","0.3380","3.7465","0.6901","0.3521"
"20180724","SK","0.3333","0.4789","0.4648","0.0563","0.5070000290870667","4.0273","10.7183","0.6761","1.5352","6.0282","5.8592","5.1408","1.1408","0.304","0.438","0.378","5.28","-2","2.0423","0.3380","3.7465","0.6901","0.3521"
"20180725","SK","0.3333","0.4789","0.4648","0.0563","0.5070000290870667","4.0273","10.7183","0.6761","1.5352","6.0282","5.8592","5.1408","1.1408","0.304","0.438","0.378","5.28","-2","2.0423","0.3380","3.7465","0.6901","0.3521"
"20180727","SK","0.3333","0.4722","0.4722","0.0556","0.5","4.0285","10.7083","0.6667","1.5139","5.9722","5.8889","5.1806","1.1250","0.303","0.437","0.377","5.32","-3","2.0556","0.3333","3.7361","0.6806","0.3472"
"20180728","SK","0.3333","0.4795","0.4658","0.0548","0.5070000290870667","4.0344","10.8082","0.6849","1.4932","6.0137","5.8082","5.1096","1.1096","0.306","0.441","0.379","5.25","1","2.0822","0.3288","3.6986","0.6712","0.3562"
"20180729","SK","0.3333","0.4730","0.4595","0.0676","0.5070000290870667","4.0431","10.8919","0.7027","1.5270","6.0811","5.8784","5.1486","1.1486","0.307","0.444","0.38","5.28","1","2.1081","0.3243","3.6757","0.6892","0.3649"
"20180730","SK","0.3333","0.4667","0.4667","0.0667","0.5","4.0456","10.8800","0.7067","1.5200","6.1067","5.9467","5.1867","1.1867","0.307","0.443","0.38","5.32","-1","2.0933","0.3200","3.7067","0.7067","0.3600"
